,publisher,dagger,author,isbn,price,date,title,weeks_on_list,no_of_words_title
1427,Baen Books,0,David Weber,None,0,2016-11-20,SHADOW OF VICTORY,0,3
1428,KT Publishing,0,Katy Evans,0997263636,0,2016-11-20,MR. PRESIDENT,0,2
1429,Grand Central,0,Douglas Preston and Lincoln Child,1455536911,0,2016-11-13,THE OBSIDIAN CHAMBER,0,3
1430,Morrow,0,Susan Wiggs,0062425471,0,2016-11-13,FAMILY TREE,0,2
1431,Flip City Media,0,C D Reiss,1942833288,0,2016-11-13,MARRIAGE GAMES,0,2
1432,Scribner,0,M L Stedman,1451681763,0,2016-11-06,THE LIGHT BETWEEN OCEANS,0,4
1433,Dial,0,Annie Barrows,0812997840,0,2016-11-06,THE TRUTH ACCORDING TO US,0,5
1434,"Little, Brown",0,Maria Semple,0316403431,0,2016-11-06,TODAY WILL BE DIFFERENT,0,4
1435,Flatiron,0,Mark Frost,1250075580,0,2016-11-06,THE SECRET HISTORY OF TWIN PEAKS,0,6
1436,CP Publishing,0,Carly Phillips,1942288093,0,2016-10-30,GOING DOWN FAST,0,3
1437,Kendall Ryan,0,Kendall Ryan,None,0,2016-10-30,THE FIX UP,0,3
1438,Gallery,0,Christina Lauren,1501128000,0,2016-10-23,BEAUTIFUL,0,1
1439,Knopf,0,Carl Hiaasen,0385349750,0,2016-10-23,RAZOR GIRL,0,2
1440,St. Martin's,0,Jeffrey Archer,1466867507,0,2016-10-23,COMETH THE HOUR,0,3
1441,St. Martin's Griffin,0,Diane Chamberlain,1250010721,0,2016-10-16,THE SILENT SISTER,0,3
1442,Avon,0,Tessa Dare,0062349058,0,2016-10-16,DO YOU WANT TO START A SCANDAL,0,7
1443,Avon,0,Jill Shalvis,0062448056,0,2016-10-16,THE TROUBLE WITH MISTLETOE,0,4
1444,HTJB,0,Marie Force,1942295839,0,2016-10-16,SEX MACHINE,0,2
1445,Morrow/HarperCollins,0,Karin Slaughter,0062430238,0,2016-10-16,THE KEPT WOMAN,0,3
1446,Putnam,0,Clive Cussler and Robin Burcell,0399183973,0,2016-10-09,PIRATE,0,1
1447,EverAfter Romance,0,Penelope Ward and Vi Keeland,1942215495,0,2016-10-09,PLAYBOY PILOT,0,2
1448,Doubleday,0,John Grisham,0553393480,0,2016-10-09,ROGUE LAWYER,0,2
1449,Delacorte,0,Danielle Steel,0425285375,0,2016-10-02,RUSHING WATERS,0,2
1450,Grand Central,0,Sandra Brown,1455581232,0,2016-10-02,STING,0,1
1451,Penguin,0,Jojo Moyes,0143130153,0,2016-10-02,ME BEFORE YOU,0,3
1452,Atria,0,William Kent Krueger,1476749280,0,2016-09-25,MANITOU CANYON,0,2
1453,Morrow/HarperCollins,0,Patricia Cornwell,0062325426,0,2016-09-25,DEPRAVED HEART,0,2
1454,Pamela Dorman/Viking,0,Jojo Moyes,0143108867,0,2016-09-25,AFTER YOU,0,2
1455,Knopf,0,Nathan Hill,1101946628,0,2016-09-18,THE NIX,0,2
1456,HarperCollins,0,Jodi Picoult,0061980242,0,2016-09-11,THE PACT,0,2
1457,Fine Line,0,Eva Natiello,None,0,2016-09-11,THE MEMORY BOX,0,3
1458,Harper,0,Daniel Silva,0062320246,0,2016-09-04,THE BLACK WIDOW,0,3
1459,Berkley,0,Joanna Wylde,None,0,2016-08-28,REAPER'S FIRE,0,2
1460,Atria,0,Colleen Hoover,1501110373,0,2016-08-28,IT ENDS WITH US,0,4
1461,Vi Keeland,0,Vi Keeland,1942215460,0,2016-08-21,BOSSMAN,0,1
1462,Blue Bolt,0,Jasmine Walt,None,0,2016-08-21,MAGIC AND MAYHEM,0,3
1463,Ballantine,0,Emily Giffin,0345546938,0,2016-08-14,FIRST COMES LOVE,0,3
1464,Grand Central,0,Noah Hawley,1455561800,0,2016-08-14,BEFORE THE FALL,0,3
1465,Berkley,0,Jane Green,None,0,2016-08-07,FALLING,0,1
1466,BookShots,0,James Patterson with Maxine Paetro,0316360597,0,2016-08-07,THE TRIAL,0,2
1467,Waterhouse,0,Helen Hardt,None,0,2016-08-07,CRAVING,0,1
1468,Emily Bestler/Atria,0,Brad Thor,1476789371,0,2016-07-31,FOREIGN AGENT,0,2
1469,Del Rey,0,Chuck Wendig,1101966947,0,2016-07-31,LIFE DEBT: AFTERMATH,0,3
1470,"Little, Brown",0,Elin Hilderbrand,0316375152,0,2016-07-31,HERE'S TO US,0,3
1471,"Little, Brown",0,Michael Connelly,0759525781,0,2016-07-31,THE BLACK ICE,0,3
1472,Morrow,0,Laura Lippman,0061796786,0,2016-07-24,WHAT THE DEAD KNOW,0,4
1473,EverAfter Romance,0,Alessandra Torre,1940941776,0,2016-07-24,MOONSHOT,0,1
1474,BAAE,0,Corinne Michaels,1942834187,0,2016-07-24,SAY YOU'LL STAY,0,3
1475,Avon Impulse,0,Eloisa James,0062573063,0,2016-07-17,A GENTLEMAN NEVER TELLS,0,4
1476,"Little, Brown",0,James Patterson,0316317144,0,2016-07-17,CROSS KILL,0,2
1477,Dutton,0,Brad Taylor,None,0,2016-07-17,GHOSTS OF WAR,0,3
1478,Avon,0,Jill Shalvis,006244803X,0,2016-07-17,SWEET LITTLE LIES,0,3
1479,HQN,0,Raeanne Thayne,0373789831,0,2016-07-10,RIVERBEND ROAD,0,2
1480,"Little, Brown",0,James Patterson and Maxine Paetro,031629005X,0,2016-07-10,15TH AFFAIR,0,2
1481,St. Martin's,0,Sherrilyn Kenyon,125008282X,0,2016-07-10,BORN OF LEGEND,0,3
1482,Putnam,0,Clive Cussler and Boyd Morrison,0399175962,0,2016-07-03,THE EMPEROR'S REVENGE,0,3
1483,Putnam,0,Nora Roberts,0515154121,0,2016-07-03,THE COLLECTOR,0,2
1484,Scribner,0,Annie Proulx,0743288785,0,2016-07-03,BARKSKINS,0,1
1485,DLZ Entertainment,0,Lexi Blake,1937608514,0,2016-07-03,DOMINANCE NEVER DIES,0,3
1486,Avon,0,Lisa Kleypas,0062371851,0,2016-06-26,MARRYING WINTERBORNE,0,2
1487,Morrow/HarperCollins,0,Stephanie Dray and Laura Kamoie,0062347276,0,2016-06-26,AMERICA'S FIRST DAUGHTER,0,3
1488,Morrow/HarperCollins,0,Dorothea Benton Frank,0062390759,0,2016-06-26,ALL SUMMER LONG,0,3
1489,Crown/Archetype,0,Terry McMillan,1101902574,0,2016-06-26,I ALMOST FORGOT ABOUT YOU,0,5
1490,Ballantine,0,Nancy Thayer,1101967064,0,2016-06-19,THE ISLAND HOUSE,0,3
1491,Riverhead,0,Emma Straub,None,0,2016-06-19,MODERN LOVERS,0,2
1492,Ballantine,0,Tess Gerritsen,0345449436,0,2016-06-19,THE SURGEON,0,2
1493,Morrow/HarperCollins,0,Joe Hill,0062200631,0,2016-06-12,THE FIREMAN,0,2
1494,HTJB,0,Marie Force,1942295502,0,2016-06-12,DESIRE AFTER DARK,0,3
1495,Knopf,0,Stephanie Danler,110187595X,0,2016-06-12,SWEETBITTER,0,1
1496,Minotaur,0,Nevada Barr,1466870931,0,2016-06-05,BOAR ISLAND,0,2
1497,Morrow,0,Steve Martini,0062328972,0,2016-06-05,BLOOD FLAG,0,2
1498,Putnam,0,Steve Hamilton,0399574336,0,2016-06-05,THE SECOND LIFE OF NICK MASON,0,6
1499,Random House,0,Curtis Sittenfeld,0812997611,0,2016-05-29,ELIGIBLE,0,1
1500,"Little, Brown",0,James Patterson and Maxine Paetro,1455584983,0,2016-05-29,14TH DEADLY SIN,0,3
1501,Harper,0,Louise Erdrich,0062277022,0,2016-05-29,LAROSE,0,1
1502,Bantam,0,Janet Evanovich and Lee Goldberg,0345543068,0,2016-05-22,THE HEIST,0,2
1503,Ace,0,Charlaine Harris,1101598832,0,2016-05-22,NIGHT SHIFT,0,2
1504,Simon & Schuster,0,Mary Higgins Clark,1501130447,0,2016-05-22,AS TIME GOES BY,0,4
1505,Morrow,0,Shelley Noble,0062319183,0,2016-05-15,WHISPER BEACH,0,2
1506,Thomas Nelson,0,Rachel Hauck,1401686311,0,2016-05-15,THE WEDDING DRESS,0,3
1507,Mira,0,Stephanie Laurens,1459294033,0,2016-05-15,A BUCCANEER AT HEART,0,4
1508,Delacorte,0,Lee Child,0804178798,0,2016-05-08,MAKE ME,0,2
1509,Crown,0,Andy Weir,None,0,2016-05-08,THE MARTIAN,0,2
1510,Morrow,0,James Rollins and Grant Blackwood,0062135309,0,2016-05-08,WAR HAWK,0,2
1511,Putnam,0,Stuart Woods,None,0,2016-05-01,FAMILY JEWELS,0,2
1512,Random House,0,Anna Quindlen,0812996089,0,2016-05-01,MILLER'S VALLEY,0,2
1513,Doubleday,0,John Grisham,0385541929,0,2016-05-01,PARTNERS,0,1
1514,Berkley,0,Jennifer Ashley,None,0,2016-04-24,WHITE TIGER,0,2
1515,Bantam,0,Laurie R King,0804177910,0,2016-04-24,THE MURDER OF MARY RUSSELL,0,5
1516,Avon,0,Julia Quinn,0062388150,0,2016-04-24,BECAUSE OF MISS BRIDGERTON,0,4
1517,Kensington,0,Fern Michaels,1617734616,0,2016-04-17,NO SAFE SECRET,0,3
1518,Delacorte,0,Danielle Steel,0804179662,0,2016-04-17,PROPERTY OF A NOBLEWOMAN,0,4
1519,Avon Impulse,0,Linda Howard,006242226X,0,2016-04-10,HEARTBREAKER,0,1
1520,"Little, Brown",0,Emma Donoghue,0316098329,0,2016-04-10,ROOM,0,1
1521,Grand Central,0,David Baldacci,1455559806,0,2016-04-10,MEMORY MAN,0,2
1522,Barbara Freethy,0,Barbara Freethy,0996117113,0,2016-04-03,IF I DIDN'T KNOW BETTER,0,5
1523,Ace,0,Patricia Briggs,0698180917,0,2016-04-03,FIRE TOUCHED,0,2
1524,Europa Editions,0,Elena Ferrante,1609450787,0,2016-04-03,MY BRILLIANT FRIEND,0,3
1525,New American Library,0,Fiona Barton,1101990465,0,2016-03-27,THE WIDOW,0,2
1526,Dutton,0,Lisa Gardner,069840422X,0,2016-03-27,FIND HER,0,2
1527,Gallery,0,Christina Lauren,1501131222,0,2016-03-20,BEAUTIFUL BOSS,0,2
1528,Ballantine,0,Debbie Macomber,0553391925,0,2016-03-20,A GIRL'S GUIDE TO MOVING ON,0,6
1529,Morrow,0,Steve Martini,0062328948,0,2016-03-20,THE ENEMY INSIDE,0,3
1530,"Little, Brown",0,James Patterson and Marshall Karp,0316288721,0,2016-03-13,NYPD RED 4,0,3
1531,Berkley,0,J D Robb,None,0,2016-03-13,BROTHERHOOD IN DEATH,0,3
1532,DLZ Entertainment,0,Lexi Blake,1937608492,0,2016-03-13,FROM SANCTUM WITH LOVE,0,4
1533,Zebra,0,Lisa Jackson,1420136046,0,2016-03-13,REVENGE,0,1
1534,Ballatine,0,Jonathan Kellerman,0345541413,0,2016-03-06,BREAKDOWN,0,1
1535,Dutton,0,Harlan Coben,0451414136,0,2016-03-06,THE STRANGER,0,2
1536,Mira,0,Ron Carr,1459295498,0,2016-03-06,BACKWARD GLANCE,0,2
1537,Delacorte,0,Danielle Steel,None,0,2016-02-28,BLUE,0,1
1538,Harper Perennial,0,Liane Moriarty,0062008676,0,2016-02-28,THE LAST ANNIVERSARY,0,3
1539,Waterhouse,0,Audrey Carlan,None,0,2016-02-28,JANUARY,0,1
1540,Jamie McGuire,0,Jamie McGuire,None,0,2016-02-21,BEAUTIFUL BURN,0,2
1541,Vi Keeland,0,Vi Keeland,1942215355,0,2016-02-21,THE BALLER,0,2
1542,Waterhouse,0,Audrey Carlan,None,0,2016-02-21,FEBRUARY,0,1
1543,Delacorte,0,Melanie Benjamin,0345539753,0,2016-02-14,THE SWANS OF FIFTH AVENUE,0,5
1544,Zebra,0,Kat Martin,1420139010,0,2016-02-14,INTO THE FURY,0,3
1545,InterMix,0,Nora Roberts,None,0,2016-02-07,IRISH THOROUGHBRED,0,2
1546,Putnam,0,Stuart Woods,None,0,2016-02-07,SCANDALOUS BEHAVIOR,0,2
1547,Waterhouse,0,Audrey Carlan,None,0,2016-02-07,APRIL,0,1
1548,St. Martin's Griffin,0,Michelle Gable,1466849622,0,2016-01-31,A PARIS APARTMENT,0,3
1549,Broadway,0,Sarah McCoy,0307460207,0,2016-01-31,THE BAKER'S DAUGHTER,0,3
1550,Lauren Blakely,0,Lauren Blakely,None,0,2016-01-31,BIG ROCK,0,2
1551,St. Martin's,0,Darynda Jones,1466886153,0,2016-01-31,THE DIRT ON NINTH GRAVE,0,5
1552,Signet,0,Catherine Anderson,0451418352,0,2016-01-24,NEW LEAF,0,2
1553,Doubleday,0,Chris Bohjalian,0385538901,0,2016-01-24,THE GUEST ROOM,0,3
1554,ePublishing Works!,0,Jeanne Glidewell,1614177821,0,2016-01-24,LEXIE STARR COZY MYSTERIES BOXED SET,0,6
1555,Waterhouse Press,0,Audrey Carlan,None,0,2016-01-24,MARCH,0,1
1556,Witness Impulse,0,James Hayman,0062435159,0,2016-01-17,THE GIRL IN THE GLASS,0,5
1557,Avon,0,Sarah MacLean,0062379399,0,2016-01-17,THE ROGUE NOT TAKEN,0,4
1558,Putnam,0,Mark Greaney,0698410610,0,2016-01-17,TOM CLANCY: COMMANDER IN CHIEF,0,5
1559,Riverhead,0,Lauren Groff,1594634475,0,2016-01-10,FATES AND FURIES,0,3
1560,Bantam,0,George R R Martin,0345533488,0,2016-01-10,A KNIGHT OF THE SEVEN KINGDOMS,0,6
1561,Delacorte,0,Danielle Steel,0345531035,0,2015-12-27,PRECIOUS GIFTS,0,2
1562,Mariner,0,Philip K Dick,0547572484,0,2015-12-27,THE MAN IN THE HIGH CASTLE,0,6
1563,Gallery,0,Kresley Cole,1451650043,0,2015-12-20,SWEET RUIN,0,2
1564,Silhouette,0,Nora Roberts,146034278X,0,2015-12-13,NIGHT MOVES,0,2
1565,Putnam,0,Clive Cussler and Graham Brown,0399174117,0,2015-12-13,THE PHARAOH'S SECRET,0,3
1566,Atria,0,Isabel Allende,1501117009,0,2015-12-13,THE JAPANESE LOVER,0,3
1567,Tor,0,Terry Goodkind,1466890401,0,2015-12-06,WARHEART,0,1
1568,Putnam,0,Robert Crais,None,0,2015-12-06,THE PROMISE,0,2
1569,Open Road Media,0,Alice Hoffman,1453206361,0,2015-12-06,SEVENTH HEAVEN,0,2
1570,Ampersand,0,Kristen Pro,163350008X,0,2015-11-29,EASY MELODY,0,2
1571,St. Martin's,0,Sherrilyn Kenyon,1466840951,0,2015-11-22,BORN OF BETRAYAL,0,3
1572,Minotaur,0,Allison Brennan,1466870036,0,2015-11-22,NO GOOD DEED,0,3
1573,DGS,0,Denise Grover Swank,1939996341,0,2015-11-22,THIRTY-FIVE AND A HALF CONSIPIRACIES,0,5
1574,Bantam,0,Dean Koontz,None,0,2015-11-15,FINAL HOUR,0,2
1575,Ballantine,0,Tess Gerritsen,None,0,2015-11-15,PLAYING WITH FIRE,0,3
1576,Random House,0,David Mitchell,0812998685,0,2015-11-15,SLADE HOUSE,0,2
1577,Zebra,0,Fern Michaels,1420136666,0,2015-11-15,WISHES FOR CHRISTMAS,0,3
1578,Berkley,0,Kay Hooper,None,0,2015-11-08,FEAR THE DARK,0,3
1579,Harper,0,Michael Crichton,0061938742,0,2015-11-08,PIRATE LATITUDES,0,2
1580,Doubleday,0,John Grisham,0345543254,0,2015-11-08,GRAY MOUNTAIN,0,2
1581,Harper,0,Adriana Trigiani,0062319213,0,2015-11-01,ALL THE STARS IN THE HEAVENS,0,6
1582,Berkley,0,Nora Roberts,None,0,2015-11-01,DANCE UPON THE AIR,0,4
1583,"Little, Brown",0,Elin Hilderbrand,0316261122,0,2015-11-01,WINTER STROLL,0,2
1584,Mira,0,Sherryl Woods,0778317668,0,2015-10-25,WILLOW BROOK ROAD,0,3
1585,Berkley,0,Jill Shalvis,None,0,2015-10-25,ALL I WANT,0,3
1586,Putnam,0,Jan Karon,0399167455,0,2015-10-25,COME RAIN OR COME SHINE,0,5
1587,Vintage,0,E L James,1101946342,0,2015-10-25,GREY,0,1
1588,HQN,0,Susan Mallery,146039092X,0,2015-10-18,MARRY ME AT CHRISTMAS,0,4
1589,Zebra,0,Fern Michaels,None,0,2015-10-18,DOUBLE DOWN,0,2
1590,Putnam,0,Catherine Coulter and J T Ellison,None,0,2015-10-11,THE END GAME,0,3
1591,Bantam,0,Sarah Addison Allen,0553906542,0,2015-10-11,THE GIRL WHO CHASED THE MOON,0,6
1592,Bantam,0,Janet Evanovich and Lee Goldberg,0345543181,0,2015-10-11,THE SCAM,0,2
1593,Forge,0,William R Forstchen,1466851899,0,2015-10-04,ONE YEAR AFTER,0,3
1594,Gallery,0,Christina Lauren,1476777950,0,2015-10-04,DARK WILD NIGHT,0,3
1595,Kingswell,0,Richard Castle,None,0,2015-10-04,DRIVING HEAT,0,2
1596,Delacorte,0,Lee Child,None,0,2015-09-27,SMALL WARS,0,2
1597,Susan Stoker,0,Susan Stoker,None,0,2015-09-27,PROTECTING MELODY,0,2
1598,Delacorte,0,Danielle Steel,None,0,2015-09-27,UNDERCOVER,0,1
1599,Ellora's Cave,0,Laurann Dohner,None,0,2015-09-27,NUMBERS,0,1
1600,Kristen Ashley,0,Kristen Ashley,None,0,2015-09-20,HOLD ON,0,2
1601,Mira,0,Ron Carr,0778317498,0,2015-09-20,WILDEST DREAMS,0,2
1602,Jove,0,Nalini Singh,None,0,2015-09-20,ARCHANGEL'S ENIGMA,0,2
1603,Ballantine,0,Jonathan Kellerman,080417749X,0,2015-09-13,THE MURDERER'S DAUGHTER,0,3
1604,HQN,0,Lori Foster,1460384067,0,2015-09-13,TOUGH LOVE,0,2
1605,Morrow,0,Christopher Moore,0061779784,0,2015-09-13,SECONDHAND SOULS,0,2
1606,Avon,0,Tessa Dare,0062349031,0,2015-09-13,WHEN A SCOT TIES THE KNOT,0,6
1607,C. Scott Publishing,0,Penelope Ward and Vi Keeland,1942215215,0,2015-09-13,COCKY BASTARD,0,2
1608,Jamie McGuire,0,Jamie McGuire,None,0,2015-09-06,SOMETHING BEAUTIFUL,0,2
1609,Ballantine,0,Debbie Macomber,None,0,2015-09-06,SILVER LININGS,0,2
1610,Simon & Schuster,0,Jessica Knoll,1476789657,0,2015-09-06,LUCKIEST GIRL ALIVE,0,3
1611,Broadway,0,Gillian Flynn,0307459926,0,2015-08-30,DARK PLACES,0,2
1612,Del Rey,0,Robin Hobb,None,0,2015-08-30,FOOL'S QUEST,0,2
1613,St. Martin's,0,Lisa Scottoline,None,0,2015-08-30,ACCUSED,0,1
1614,Laree Bailey,0,H M Ward,1630350745,0,2015-08-30,THE ARRANGEMENT 20,0,3
1615,Pepper Winters,0,Pepper Winters,None,0,2015-08-30,FOURTH DEBT,0,2
1616,"Little, Brown",0,Elin Hilderbrand,0316334502,0,2015-08-23,THE RUMOR,0,2
1617,Pitch73,0,Leylah Attar,None,0,2015-08-23,THE PAPER SWAN,0,3
1618,Story Ink,0,Cora Seton and others,None,0,2015-08-23,12-ALARM COWBOYS,0,2
1619,Harper,0,Daniel Silva,0062320157,0,2015-08-23,THE ENGLISH SPY,0,3
1620,Simon & Schuster,0,Alice Hoffman,1451693613,0,2015-08-23,THE MARRIAGE OF OPPOSITES,0,4
1621,Evil Eye Concepts,0,Cherise Sinclair,1940887917,0,2015-08-16,SERVICING THE TARGET,0,3
1622,Mira,0,Heather Graham,None,0,2015-08-16,THE FORGOTTEN,0,2
1623,"Little, Brown",0,James Patterson and Howard Roughan,0316408735,0,2015-08-16,TRUTH OR DIE,0,3
1624,Witness Impulse,0,J A Jance,0062418483,0,2015-08-09,STAND DOWN,0,2
1625,Putnam,0,Stuart Woods,None,0,2015-08-09,NAKED GREED,0,2
1626,"Little, Brown",0,James Patterson and Michael Ledwidge,0316097438,0,2015-08-09,ZOO,0,1
1627,Knopf,0,Judy Blume,1101875054,0,2015-08-09,IN THE UNLIKELY EVENT,0,4
1628,Amy Einhorn/Putnam,0,Liane Moriarty,None,0,2015-08-09,THE HUSBAND'S SECRET,0,3
1629,Mira,0,Susan Wiggs,None,0,2015-08-02,SUMMER AT WILLOW LAKE,0,4
1630,St. Martin's,0,Iris Johansen and Roy Johansen,1250020557,0,2015-08-02,THE NAKED EYE,0,3
1631,JA / AG Publishing,0,Jennifer Ashley,1941229654,0,2015-08-02,BAD WOLF,0,2
1632,Scribner,0,Stephen King,1501100130,0,2015-08-02,FINDERS KEEPERS,0,2
1633,Gallery,0,Katy Evans,1501101579,0,2015-07-26,MANWHORE +1,0,2
1634,Susan Stoker,0,Susan Stoker,None,0,2015-07-26,PROTECTING JESSYKA,0,2
1635,Ace,0,Anthony Ryan,1101612983,0,2015-07-26,QUEEN OF FIRE,0,3
1636,Simon & Schuster,0,Mary Higgins Clark,1476749132,0,2015-07-19,THE MELODY LINGERS ON,0,4
1637,Delacorte,0,Danielle Steel,None,0,2015-07-12,COUNTRY,0,1
1638,Grand Central,0,Brad Meltzer,None,0,2015-07-12,THE PRESIDENT'S SHADOW,0,3
1639,Grand Central,0,Nelson DeMille,145558231X,0,2015-07-12,RADIANT ANGEL,0,2
1640,St. Martin's,0,Jane Green,1466847743,0,2015-07-12,SUMMER SECRETS,0,2
1641,St. Martin's,0,Jackie Collins,1466848901,0,2015-07-05,THE SANTANGELOS,0,2
1642,Morrow/HarperCollins,0,Dorothea Benton Frank,0062132563,0,2015-07-05,ALL THE SINGLE LADIES,0,4
1643,St. Martin's,0,Barbara Delinsky,None,0,2015-06-28,BLUEPRINTS,0,1
1644,Loveswept,0,Sawyer Bennett,1101886773,0,2015-06-28,ZACK,0,1
1645,Putnam,0,Clive Cussler and Boyd Morrison,None,0,2015-06-28,PIRANHA,0,1
1646,Putnam,0,John Sandford,None,0,2015-06-21,GATHERING PREY,0,2
1647,Bantam,0,Janet Evanovich,0345542932,0,2015-06-21,TOP SECRET TWENTY-ONE,0,3
1648,Scribner,0,Jason Matthews,1476793751,0,2015-06-21,PALACE OF TREASON,0,3
1649,NAL,0,Samantha Young,None,0,2015-06-21,MOONLIGHT ON NIGHTINGALE WAY,0,4
1650,7th House,0,Gennita Low,None,0,2015-06-14,SUMMER FIRE,0,2
1651,Touchstone,0,Philippa Gregory,1416563911,0,2015-06-14,THE WHITE QUEEN,0,3
1652,Morrow/HarperCollins,0,Neal Stephenson,0062190377,0,2015-06-14,SEVENEVES,0,1
1653,St. Martin's,0,Sherrilyn Kenyon,None,0,2015-05-31,BORN OF DEFIANCE,0,3
1654,Morrow/HarperCollins,0,Greg Iles,006231114X,0,2015-05-31,THE BONE TREE,0,3
1655,J. S. Cooper,0,J S Cooper and Helen Cooper,None,0,2015-05-31,FALLING FOR MY BOSS,0,4
1656,"Little, Brown",0,Kate Atkinson,031634155X,0,2015-05-31,A GOD IN RUINS,0,4
1657,Helena Hunting,0,Helena Hunting,None,0,2015-05-24,PUCKED,0,1
1658,St. Martin's,0,Lisa Scottoline,None,0,2015-05-24,EVERY FIFTEEN MINUTES,0,3
1659,Ballantine,0,Jodi Picoult,0345544943,0,2015-05-24,LEAVING TIME,0,2
1660,Ace,0,Charlaine Harris,None,0,2015-05-24,DAY SHIFT,0,2
1661,Knopf,0,Toni Morrison,0307594173,0,2015-05-17,GOD HELP THE CHILD,0,4
1662,ERH Press,0,Jessica Wood,1940285127,0,2015-05-17,PROMISE OF FOREVER,0,3
1663,Spiegel & Grau,0,Sara Gruen,0812997891,0,2015-05-17,AT THE WATER'S EDGE,0,4
1664,"Little, Brown",0,Donna Tartt,0316055441,0,2015-05-10,THE GOLDFINCH,0,2
1665,"Little, Brown",0,James Patterson and Marshall Karp,0316284564,0,2015-05-10,NYPD RED 3,0,3
1666,HTJB,0,M S Force,194229509X,0,2015-05-10,VALOROUS,0,1
1667,Knopf,0,Anne Tyler,1101874287,0,2015-05-03,A SPOOL OF BLUE THREAD,0,5
1668,St. Martin's Press,0,J R Ward,1466867833,0,2015-05-03,THE STORY OF SON,0,4
1669,HTJB,0,M S Force,1942295081,0,2015-05-03,VIRTUOUS,0,1
1670,Ballantine,0,Tess Gerritsen,0345495306,0,2015-05-03,THE MEPHISTO CLUB,0,3
1671,Howard,0,Karen Kingsbury,None,0,2015-04-26,CHASING SUNSETS,0,2
1672,"Little, Brown",0,James Patterson and Peter De Jonge,None,0,2015-04-26,MIRACLE AT AUGUSTA,0,3
1673,Roc,0,Faith Hunter,None,0,2015-04-26,DARK HEIR,0,2
1674,Liliana Hart,0,Liliana Hart,1940499194,0,2015-04-19,CRAVE,0,1
1675,HQN,0,Lori Foster,None,0,2015-04-19,HOLDING STRONG,0,2
1676,Crown,0,Gillian Flynn,0307588386,0,2015-04-19,GONE GIRL,0,2
1677,Pocket,0,Lisa Genova,1439157030,0,2015-04-19,STILL ALICE,0,2
1678,Forever,0,Rebecca Zanetti,145557449X,0,2015-04-19,TOTAL SURRENDER,0,2
1679,Vintage,0,E L James,1612130615,0,2015-04-12,FIFTY SHADES FREED,0,3
1680,Witness Impulse,0,Eric Rickstad,0062351516,0,2015-04-12,THE SILENT GIRLS,0,3
1681,Knopf Doubleday Publishing Group,0,Lincoln Child,0307387682,0,2015-04-12,DEEP STORM,0,2
1682,Vintage,0,E L James,None,0,2015-04-05,FIFTY SHADES OF GREY,0,4
1683,Kendall Ryan,0,Kendall Ryan,None,0,2015-04-05,RECKLESS LOVE,0,2
1684,Putnam,0,C J Box,None,0,2015-04-05,ENDANGERED,0,1
1685,Ballantine,0,Debbie Macomber,0553391895,0,2015-04-05,LAST ONE HOME,0,3
1686,Morrow,0,Dennis Lehane,None,0,2015-03-29,WORLD GONE BY,0,3
1687,Putnam,0,Clive Cussler and Justin Scott,None,0,2015-03-29,THE ASSASSIN,0,2
1688,Delacorte,0,Danielle Steel,080417962X,0,2015-03-29,PRODIGAL SON,0,2
1689,Zebra,0,Fern Michaels,1420133152,0,2015-03-29,FORGET ME NOT,0,3
1690,Mira,0,Ron Carr,1460380401,0,2015-03-22,ONE WISH,0,2
1691,Ampersand,0,Kristen Pro,1633500047,0,2015-03-22,EASY LOVE,0,2
1692,Vision,0,David Baldacci,0759524920,0,2015-03-22,TOTAL CONTROL,0,2
1693,J. S. Cooper,0,J S Cooper,1940218381,0,2015-03-22,FALLING FOR MY BEST FRIEND'S BROTHER,0,6
1694,Forever,0,S C Stephens,1455588814,0,2015-03-15,THOUGHTFUL,0,1
1695,Signet,0,K Bromberg,None,0,2015-03-15,SLOW BURN,0,2
1696,Ballantine,0,Jonathan Kellerman,None,0,2015-03-15,MOTIVE,0,1
1697,"Little, Brown",0,James Patterson and Maxine Paetro,0316211141,0,2015-03-15,PRIVATE VEGAS,0,2
1698,Mira,0,Susan Mallery,146038041X,0,2015-03-15,THE GIRLS OF MISCHIEF BAY,0,5
1699,Dutton,0,Lisa Gardner,None,0,2015-03-08,CRASH AND BURN,0,3
1700,Harper Sloan,0,Harper Sloan,None,0,2015-03-08,UNEXPECTED FATE,0,2
1701,Gallery,0,Kresley Cole,1451650108,0,2015-03-08,THE MASTER,0,2
1702,Howard Books,0,Allison Pataki,None,0,2015-03-08,THE ACCIDENTAL EMPRESS,0,3
1703,Morrow/HarperCollins,0,James Rollins and Rebecca Cantrell,0062343289,0,2015-03-01,BLOOD INFERNAL,0,2
1704,NAL,0,Samantha Young,None,0,2015-02-22,HERO,0,1
1705,Morrow,0,Neil Gaiman,0062330268,0,2015-02-22,TRIGGER WARNING,0,2
1706,J.S. Cooper,0,JÛäS Cooper and Helen Cooper,1940218330,0,2015-02-15,ONE NIGHT STAND,0,3
1707,Bantam,0,Dean Koontz,None,0,2015-02-15,SAINT ODD,0,2
1708,"Little, Brown",0,Michael Connelly,0316225924,0,2015-02-08,THE BURNING ROOM,0,3
1709,Story Ink,0,Elle James,None,0,2015-02-08,COWBOY 12 PACK,0,3
1710,Random House,0,Rachel Joyce,067964511X,0,2015-02-08,THE UNLIKELY PILGRIMAGE OF HAROLD FRY,0,6
